,date,State,Depression,Anxiety,Unemployment,ConfirmedCases,ConfirmedDeaths,StringencyIndex,GovernmentResponseIndex,ContainmentHealthIndex,EconomicSupportIndex,retail,grocery,parks,transit,work,residential,week,sin_week,cos_week
57,2017-06-18,AL,-0.005333003663614115,0.2791099544569081,-0.4723680463607352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0.29205677063697594,-0.9564009842765224
58,2017-06-25,AL,1.3608885685837222,-0.3498641511124864,-0.4723680463607352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0.17689027512257316,-0.9842305779475968
59,2017-07-02,AL,-0.05998186655350757,0.050392097886219206,-0.527139426792038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0.05924062789371414,-0.9982437317643215
60,2017-07-09,AL,-0.16927959233329448,-0.006787366256453025,-0.41759666592943245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,-0.05924062789371389,-0.9982437317643215
61,2017-07-16,AL,-0.22392845522318794,-0.12114629454179748,-0.4723680463607352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,-0.1768902751225729,-0.9842305779475968
62,2017-07-23,AL,-0.16927959233329448,-0.23550522282714195,-0.527139426792038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,-0.29205677063697566,-0.9564009842765224
63,2017-07-30,AL,-0.11463072944340102,0.33628941859958034,-0.4723680463607352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,-0.403123429287972,-0.9151456172430186
64,2017-08-06,AL,-1.1529591243513766,-0.29268468696981415,-0.527139426792038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,-0.5085311186492202,-0.8610436117673557
65,2017-08-13,AL,0.8143999396847877,0.2791099544569081,-0.527139426792038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,-0.6068001458185934,-0.7948544414133533
66,2017-08-20,AL,0.15861358500606626,-1.1503766491098977,-0.527139426792038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,-0.6965510290629969,-0.7175072570443312
67,2017-08-27,AL,-0.11463072944340102,-0.3498641511124864,-0.527139426792038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,-0.7765238627180426,-0.6300878435817109
68,2017-09-03,AL,0.10396472211617279,-0.006787366256453025,-0.527139426792038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,-0.845596003501826,-0.533823377964791
69,2017-09-10,AL,0.6504533510151074,0.4506483468849248,-0.527139426792038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,-0.9027978299657435,-0.4300652022765204
70,2017-09-17,AL,0.3772090365656401,-0.40704361525515864,-0.4723680463607352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,-0.9473263538541913,-0.32026985386283807
71,2017-09-24,AL,-0.33322618100297485,-0.5785820076831754,-0.527139426792038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,-0.9785564922995039,-0.2059786187410985
72,2017-10-01,AL,1.5248351572534027,-0.006787366256453025,-0.527139426792038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,-0.9960498426152169,-0.08879589532293546
73,2017-10-08,AL,0.5411556252353205,0.9080840600263026,-0.527139426792038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,-0.9995608365087943,0.02963332782255942
74,2017-10-15,AL,1.3062397056938289,0.507827811027597,-0.527139426792038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,-0.9890401873221641,0.14764656400248038
75,2017-10-22,AL,0.5411556252353205,-0.23550522282714195,-0.527139426792038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,-0.9646355819083585,0.263587166069068
76,2017-10-29,AL,1.4701862943635091,0.2219304903142359,-0.527139426792038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,-0.9266896074318335,0.375827582114238
77,2017-11-05,AL,-0.2785773181130814,-1.0931971849672253,-0.4723680463607352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,-0.8757349421956372,0.48279220273074425
78,2017-11-12,AL,-0.16927959233329448,-0.46422307939783086,-0.527139426792038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,-0.8124868780056815,0.5829794791144718
79,2017-11-19,AL,-0.9890125356816963,-0.5785820076831754,-0.5819108072233407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,-0.7378332790417279,0.6749830015182099
80,2017-11-26,AL,0.43185789945553354,0.9652635241689749,-0.4723680463607352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,-0.6528221181905214,0.7575112421616202
81,2017-12-03,AL,0.5411556252353205,-0.46422307939783086,-0.527139426792038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,-0.5586467658036526,0.8294056854502017
82,2017-12-10,AL,0.21326244789595972,-0.23550522282714195,-0.527139426792038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,-0.45662923739371375,0.889657090994747
83,2017-12-17,AL,-0.3878750438928683,-0.23550522282714195,-0.4723680463607352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,-0.34820163543439914,0.9374196611341208
84,2017-12-24,AL,-0.825065947012016,-1.2075561132525698,-0.4723680463607352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,-0.23488604578098374,0.9720229140804107
85,2017-12-31,AL,-0.16927959233329448,-1.0931971849672253,-0.4723680463607352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,-0.11827317092136551,0.992981096013517
86,2018-01-07,AL,-0.3878750438928683,-0.6357614718258475,-0.4723680463607352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.1182731709213658,0.9929810960135169
